author	inferreddate	shorttitle	place
Gray, Arnold	1888.0	Periwinkle	enk
Merriman, Henry Seton	1888.0	The phantom future	enk
Zola, Émile	1888.0	Piping hot!	enk
Wills, C. J	1888.0	The Pit Town coronet;	enk
Payn, James	1888.0	A prince of the blood;	enk
McCarthy, Justin	1888.0	The rebel rose	enk
McCarthy, Justin	1888.0	The rebel rose. A novel	enk
Baring-Gould, S. (Sabine)	1888.0	Richard Cable, the lightshipman	enk
Oliphant	1888.0	The second son	enk
Sergeant, Adeline	1888.0	Seventy times seven	stk
Sharp, William	1888.0	The sport of chance	enk
Smith, J. F	1888.0	Stanfield Hall	enk
Farjeon, B. L. (Benjamin Leopold)	1888.0	Toilers of Babylon	enk
Duchess	1888.0	Under-currents	enk
Schl?_tel, A. E	1888.0	Who is Vera?	enk
Cresswell, Henry	1888.0	A wily widow	enk
Griffiths, Arthur	1888.0	The wrong road	stk
Zola, Émile	1888.0	Fat and thin : a realistic novel	enk
Reynolds, George W. M. (George William MacArthur)	1888.0	The necromancer. A romance	enk
Mitford, Mary Russell	1888.0	Our village : country pictures	enk
Henty, G. A. (George Alfred)	1888.0	Sturdy and strong: or, How George Andrews made his way	enk
Knowles, James Hinton	1888.0	Folk-tales of Kashmir	enk
	1888.0	Wonderful adventures, a series of narratives of personal experiences among the native tribes of America. With forty-five illustrations	enk
	1888.0	Prose	enk
Hutchinson, Horatio Gordon	1888.0	Record of a human soul	enk
Digges, West	1888.0	A poor player, a story of Kent	enk
Yorke, Curtis	1888.0	Hush! A novel	enk
Levy, Amy	1888.0	Reuben Sachs : a sketch	enk
	1888.0	Scottish: The vision of Campbell of Invarawe [by Sir T. D. Lauder]--T	enk
	1888.0	Weird tales: English, [Scottish, Irish, American, German]	enk
Manuel, Don Juan	1888.0	Count Lucanor : or, the fifty pleasant stories of Patronia	enk
Lamb, Charles	1888.0	Tales from Shakespeare / by Charles and Mary Lamb	enk
Farjeon, B. L. (Benjamin Leopold)	1888.0	Devlin the barber	enk
Harte, Bret	1888.0	A Phyllis of the Sierras	enk
Russell, William Clark	1888.0	A voyage to the Cape	enk
Whiteing, Richard	1888.0	The island, or, An adventure of a person of quality	enk
Crawford, F. Marion (Francis Marion)	1889.0	Greifenstein	enk
Morris, William	1889.0	A tale of the house of the Wolfings and all the kindreds of the mark, written in prose and in verse	enk
Reid, Mayne	1889.0	The boy hunters	enk
Haggard, H. Rider (Henry Rider)	1889.0	Allan's wife, and other tales	enk
Johnston, Harry Hamilton, Sir	1889.0	The history of a slave	enk
Malden, Charles, Mrs	1889.0	Jane Austen, by Mrs. Charles Malden	enk
Yonge, Charlotte M. (Charlotte Mary)	1889.0	Love and life; an old story in eighteenth century costume	enk
	1889.0	A banquet of jests and merry tales	enk
De Quincey, Thomas	1889.0	The collected writings of Thomas De Quincey	stk
Mallock, W. H. (William Hurrell)	1889.0	The new Paul and Virginia: or, Positivism on an island	enk
Jerome, Jerome K. (Jerome Klapka)	1889.0	Three men in a boat (to say nothing of the dog)	enk
Lang, Andrew	1889.0	Lost leaders	enk
Moore, George	1889.0	Confessions of a young man	enk
Duchess	1889.0	The honble. Mrs. Vereker. A novel	enk
	1889.0	Amusing prose chap-books chiefly of last century	enk
Carroll, Lewis	1889.0	Sylvie and Bruno	enk
Leslie, Frank, Mrs	1889.0	A social mirage	enk
Jones, W. Henry	1889.0	The folk-tales of the Magyars	enk
	1889.0	Folk-lore and legends: Germany	enk
Marryat, Frederick	1889.0	The little savage	enk
Carleton, William	1889.0	Stories from Carleton:	enk
Yonge, Charlotte M. (Charlotte Mary)	1889.0	Bye-words; a collection of tales, new and old	enk
Snorri Sturluson	1889.0	The Heimskringla; or, The sagas of the Norse kings from the Icelandic of Snorre Sturlason	enk
Rhodius. Apollonius	1889.0	The Argonautica of Apollonius Rhodius	enk
Hewlett, S S	1889.0	None of self and all of thee; a tale of Indian life	enk
James, Henry	1889.0	A London life, The Patagonia, The liar, Mrs. Temperly	enk
Fane, Violet	1889.0	The story of Helen Davenant	enk
Trollope, Anthony	1889.0	The warden and Barchester towers	enk
Trollope, Anthony	1889.0	Doctor Thorne	enk
Henty, G. A. (George Alfred)	1889.0	Captain Bayley's heir : a tale of the gold fields of California	enk
Pansy	1889.0	Chrissy's endeavor	enk
Pansy	1889.0	Mrs. Solomon Smith looking on	enk
Blackmore, R. D. (Richard Dooddridge)	1889.0	Springhaven; a tale of the great war	enk
Haggard, H. Rider (Henry Rider)	1889.0	Colonel Quaritch, V. C. : a tale of country life	enk
Davies, G. Christopher	1889.0	The Swan and her crew	enk
Marks, Mary A. M	1889.0	The locket. A tale of old Guernsey	enk
	1889.0	Early prose romances	enk
Lang, Andrew	1889.0	Prince Prigio	enk
Gaskell, Elizabeth Cleghorn	1889.0	Lizzie Leigh, and other tales	enk
	1889.0	The dead leman	enk
Edwards, H. Sutherland (Henry Sutherland)	1889.0	Idols of the French stage	enk
Clynton, Richard	1889.0	The life of a celebrated Buccaneer;	enk
	1889.0	The Greek romances of Heliodorus, Longus, and Achilles Tatius	enk
Wratislaw, Albert Henry	1889.0	Sixty folk-tales from exclusively Slavonic sources	enk
	1889.0	Folk-lore and legends;	enk
Brown, J. Moray	1889.0	Powder, spur, and spear	enk
Ewing, Juliana Horatia Gatty	1889.0	A flat iron for a farthing, or, Some passages in the life of an only son	enk
Stables, Gordon	1889.0	"The cruise of ""the Wanderoo""; or, Friday nights at sea"	enk
Malory, Thomas, Sir	1889.0	Studies on the sources / with an introductory essay by Andrew Lang	enk
Carleton, William	1889.0	Amusing Irish tales	enk
Nelson, John Young	1889.0	Fifty years on the trail : a true story of western life	enk
Carroll, Lewis	1889.0	Sylvie and Bruno, $n: by Lewis Carroll. With 46 illus. by Harry Furniss	enk
Malory, Thomas, Sir	1889.0	Text	enk
Bowden, H. Park	1889.0	The witch of Atlas	enk
Gunter, Archibald Clavering	1889.0	That Frenchman!	enk
Henty, G. A. (George Alfred)	1889.0	By pike and dyke;	enk
Henty, G. A. (George Alfred)	1889.0	The cat of Bubastes	enk
Lang, Andrew	1889.0	The blue fairy book	enk
Twain, Mark	1889.0	A Yankee at the court of King Arthur	enk
	1889.0	"Tales from ""Blackwood."""	stk
Anstey, F	1889.0	The pariah	enk
A. L. O. E	1889.0	Claudia	enk
A. L. O. E	1889.0	The crown of success	enk
A. L. O. E	1889.0	Pictures of St. Peter in an English home	enk
Allen, Grant	1889.0	The tents of Shem	enk
Calabrella, E. C. de	1889.0	Evenings at Haddon Hall	enk
	1889.0	The forest of Vazon: a Guernsey legend of the eighth century	enk
Kernahan, Mary Jean Hickling Gwynne	1889.0	The house of Rimmon;	enk
Knox, Isa Craig	1889.0	Hold fast by your Sundays	enk
Nicholson, J. Shield	1889.0	Thoth;	stk
Oliphant	1889.0	Neighbours on the green	enk
Paton, John Gibson	1889.0	John G. Paton	enk
Peard, Frances Mary	1889.0	The country cousin	enk
Taunay, Afonso de E	1889.0	Innocencia	enk
Yonge, Charlotte M. (Charlotte Mary)	1889.0	A reputed changeling	enk
Yonge, Charlotte M. (Charlotte Mary)	1889.0	A reputed changeling : or, Three seventh years two centuries ago	enk
Yonge, Charlotte M. (Charlotte Mary)	1889.0	Lady Hester	enk
Clouston, W. A. (William Alexander)	1889.0	A group of Eastern romances and stories from the Persian, Tamil, and Urdu	enk
Fish, Susannah	1889.0	Ashleigh;	enk
Wylde, Henry	1889.0	Severed ties	enk
Archer, Thomas	1889.0	Our Sunday book of reading and pictures	enk
White, William Hale	1889.0	The autobiography of Mark Rutherford and Mark Rutherford's deliverance	enk
Langdon, Samuel	1889.0	The appeal to the serpent ; or, Life in an ancient Buddhist city	enk
Steere, Edward	1889.0	Swahili tales, as told by natives of Zanzibar. With an English translation. [2d ed.]	enk
Verne, Jules	1889.0	Mathias Sandorf. Part I: the conspirators of Trieste	enk
Grousset, Paschal	1889.0	The conquest of the moon; a story of the Bayouda, by A. Laurie	enk
Molesworth, Mrs	1889.0	The rectory children	enk
Harrison, J. E	1889.0	The Kara Yerta tragedy. An Australian romance	enk
Oliphant, Mrs. (Margaret)	1889.0	Neighbours on the Green	enk
O'Shea, John Augustus	1889.0	Mated from the morgue : a tale of the Second Empire	enk
Meredith, George	1889.0	The adventures of Harry Richmond	enk
Church, Alfred John	1889.0	Three Greek children; a story of home in old time	enk
Goff, Elijer	1889.0	Elijer Goff's complete works : his travels, trubbles, and othur amoozements	enk
Murray, David Christie	1889.0	Schwartz: a history. Young Mr. Barter's repentance	enk
Murray, David Christie	1889.0	Bulldog and Butterfly. Julia and her Romeo: a chronicle of castle Barfield	enk
Meredith, George	1889.0	Sandra Belloni	enk
Chesney, F. R	1889.0	Operatic tales	enk
Corelli, Marie	1889.0	Ardath	enk
Pirkis, Catherine Louisa	1889.0	At the moment of victory	enk
Fitzgerald, G. Beresford	1889.0	Clare Strong	enk
Sturgis, Julian	1889.0	Comedy of a country house	enk
Braddon, M. E. (Mary Elizabeth)	1889.0	The day will come	enk
Craik, Georgiana M. (Georgiana Marion)	1889.0	Diana	enk
Fothergill, Caroline	1889.0	Diana Wentworth	stk
Munster, Wilhelmina Fitzclarence	1889.0	Dorinda	enk
Curtis, Ella J	1889.0	A game of chance	enk
Halse, George	1889.0	Graham Aspen, painter	enk
Dowling, Richard	1889.0	An isle of Surrey	enk
Field, Julian Osgood	1889.0	Little hand and muckle gold	enk
Smart, Hawley	1889.0	Long odds	enk
Carr, Alice Vansittart (Strettell)	1889.0	Margaret Maliphant	enk
Russell, William Clark	1889.0	Marooned	enk
Everett-Green, Evelyn	1889.0	Monica;	enk
Carter, Mary Elizabeth	1889.0	Mrs. Severn	enk
Fenn, George Manville	1889.0	Of high descent	enk
Marryat, Florence R. M. Church Lean	1889.0	On circumstantial evidence	enk
Peard, Frances Mary	1889.0	Paul's sister	enk
Baring-Gould, S. (Sabine)	1889.0	The Pennycomequicks	enk
Oliphant	1889.0	A poor gentleman	enk
Richards, James Brinsley	1889.0	Prince Roderick	enk
Dixie, Florence	1889.0	Redeemed in blood	enk
Price, Eleanor C	1889.0	Red towers	enk
Smith, Constance	1889.0	The repentance of Paul Wentworth	enk
Beale, Anne	1889.0	Restitution	enk
Rybot, Victoria Baker	1889.0	The Scotts of Bestminster	enk
Carey, Rosa Nouchette	1889.0	The search for Basil Lyndhurst	enk
Cholmondeley, Mary	1889.0	Sir Charles Danvers	enk
Warden, Florence	1889.0	St. Cuthbert's Tower	enk
Walford, Lucy Bethia	1889.0	A stiff-necked generation	stk
Linton, E. Lynn (Elizabeth Lynn)	1889.0	Through the long night	enk
Vince, Henry Scott	1889.0	Two pardons	enk
Crommelin, May	1889.0	Violet Vyvian M.F.H	enk
Russell, Percy	1889.0	A journey to Lake Taupo and Australian and New Zealand tales and sketches	enk
Yonge, Charlotte M. (Charlotte Mary)	1889.0	The young step-mother;	enk
	1889.0	[Selections from the Bahai Collection of William McElwee Mitler]	enk
Corelli, Marie	1889.0	Ardath, the story of a dead self	enk
Balfour, Frederic Henry	1889.0	Giraldi, or, The curse of love	enk
Manzoni, Alessandro	1889.0	The betrothed lovers = I promessi sposi	enk
Arnold, Frederick	1889.0	Reminiscences of a literary and clerical life	enk
Bayly, Ada Ellen	1889.0	Derrick Vaughan, novelist	enk
Diehl, Alice M. (Alice Mangold)	1889.0	Iris Dacre	enk
Countess of, Munster, Wilhelmina Kennedy-Erskine FitzClarence	1889.0	Dorinda	enk
Besant, Walter, Sir	1889.0	The doubts of Dives	enk
McLaren, Elizabeth T	1889.0	Dr. John Brown and his sister Isabella	stk
Henty, G. A. (George Alfred)	1889.0	One of the 28th, a tale of Waterloo	enk
Henty, G. A. (George Alfred)	1889.0	With Lee in Virginia; a story of the American Civil War	enk
Tytler, Sarah	1889.0	Duchess Frances	enk
Lathrop, George Parsons, 1851-1898	1889.0	Would you kill him? A novel	stk
Story, Alfred Thomas	1889.0	A book of vagrom men and vagrant thoughts	enk
Marryat, Frederick	1889.0	The travels and adventures of Monsieur Violet in California, Sonora, and western Texas	enk
Philips, F. C. (Francis Charles)	1889.0	The fatal phryne	enk
Omar Khayyam	1889.0	Rubaiyat of Omar Khayyam	enk
Russell, William Clark	1889.0	The romance of Jenny Harlowe, and sketches of maritime life	enk
Storr, Francis	1889.0	Canterbury chimes, or, Chaucer tales retold for children	enk
Kingsley, Charles	1889.0	[Works.]	enk
Poe, Edgar Allan	1889.0	The fall of the house of Usher : and other tales and prose writings of Edgar Poe	enk
Anderdon, W. H. (William Henry)	1889.0	Bracton; a tale of 1812	enk
	1889.0	Original travels and surprising adventures of Baron Munchausen	enk
Vogel, Julius	1889.0	Anno domini 2000	enk
Corbett, Julian Stafford	1889.0	Kophetua the Thirteenth	enk
Davidson, John	1890.0	Perfervid, the career of Ninian Jamieson	enk
Dickens, Charles	1890.0	The lazy tour of two idle apprentices. No thoroughfare. The perils of certain English prisoners	enk
Dickens, Charles	1890.0	Selections from the works of Charles Dickens for reading or recitations	enk
Toynbee, William	1890.0	Lays of common life	enk
Boldrewood, Rolf	1890.0	The squatter's dream : a story of Australian life	enk
Crawford, F. Marion (Francis Marion)	1890.0	A cigarette-maker's romance	enk
Finley, Martha	1890.0	Elsie's journey on inland waters	enk
Black, William	1890.0	The new prince fortunatus	enk
Black, William	1890.0	The new Prince Fortunatus	enk
Caine, Hall, Sir	1890.0	The book of Stephen Orry. -- vol	enk
Caine, Hall, Sir	1890.0	The book of Michael Sunlocks. -- vol	enk
Caine, Hall, Sir	1890.0	The book of Red Jason	enk
Dering, Edward Henage	1890.0	Freville Chase	enk
King, Harriet Eleanor (Baillie-Hamilton)	1890.0	The disciples	enk
Lawless, Emily	1890.0	With Essex in Ireland;being extracts from a diary kept in Ireland during the year 1599	enk
Defoe, Daniel	1890.0	The compleat English gentleman	enk
Henty, G. A. (George Alfred)	1890.0	The tiger of Mysore; a story of the war with Tippoo Saib	enk
Blackmore, R. D. (Richard Dooddridge)	1890.0	Kit and Kitty	enk
Ewing, Juliana Horatia Gatty	1890.0	Daddy Darwin's dovecot : a country tale	enk
Lamb, Charles	1890.0	The essays of Elia and Eliana	enk
Lytton, Edward Bulwer Lytton, Baron	1890.0		enk
Lytton, Edward Bulwer Lytton, Baron	1890.0	?	enk
Lytton, Edward Bulwer Lytton, Baron	1890.0	E	enk
Lytton, Edward Bulwer Lytton, Baron	1890.0	[Novels]	enk
Saint, More, Thomas, Sir	1890.0	More's Utopia	enk
Duchess	1890.0	A life's remorse. A novel	enk
Ripley, Mary Anna Paull	1890.0	Step by step, or, The ladder of life	enk
Harte, Bret	1890.0	A waif of the plains	enk
Auerbach, Berthold	1890.0	Tales of the Black Forest : selections from Auerbach's 'Schwarzwälder dorfgeschichten'	enk
Longus	1890.0	Daphnis and Chloe, a pastoral romance;	enk
Ritter von, Hacklaender, Friedrich Wilhelm	1890.0	"Feodor Dose of the VII. Brigade : episodes from ""Wachtstubenabenteuer"""	enk
Mīr Amman Dihlavī	1890.0	The stories of the Bágh o bahár. Being an abstract made from the original text	enk
Bandello, Matteo	1890.0	The novels of Matteo Bandello	enk
Bandello, Matteo	1890.0	The novels of Matteo Bandello, bishop of Agen;	enk
Burney, Fanny	1890.0		enk
Defoe, Daniel	1890.0	My Robinson Crusoe story book;	enk
Gissing, George	1890.0	The emancipated	enk
Trelawny, Edward John	1890.0	Adventures of a younger son	enk
	1890.0	Folk-lore and legends: English	enk
Hartland, Edwin Sidney	1890.0	English fairy and folk tales	enk
Monteiro, Mariana	1890.0	Legends and popular tales of the Basque people	enk
	1890.0	Folk-lore and legends	enk
	1890.0	Folk-lore and legends: Scandinavian	enk
Painter, William	1890.0	The palace of pleasure : Elizabethan versions of Italian and French novels from Boccaccio, Bandello, Cinthio, Straparola, Queen Margaret of Navarre, and others	enk
Bellingham, William	1890.0	The diary of a working man (William Bellingham) in Central Africa, December, 1884, to October, 1887	enk
	1890.0	Robinson Crusoe	enk
Henty, G. A. (George Alfred)	1890.0	Bonnie Prince Charlie : a tale of Fontenoy and Culloden	enk
Henty, G. A. (George Alfred)	1890.0	In the hands of the cave-dwellers	enk
Henty, G. A. (George Alfred)	1890.0	With Lee in Virginia	enk
	1890.0	The Old old fairy tales	enk
Reaney, Isabel Edis	1890.0	Temperance sketches from life : being chips from a temperance workshop	enk
Pansy	1890.0	The masterhand : the story of one commonplace day	enk
Church, Alfred John	1890.0	A young Macedonian in the army of Alexander the Great	enk
Yonge, Charlotte M. (Charlotte Mary)	1890.0	The cook and the captive; or, Attalus the hostage	enk
Haggard, H. Rider (Henry Rider)	1890.0	The world's desire	enk
Boldrewood, Rolf	1890.0	The miner's right : a tale of the Australian goldfields	enk
Lawless, Emily	1890.0	With Essex in Ireland;	enk
Burnand, F. C. (Francis Cowley), Sir	1890.0	Quite at home	enk
Yonge, Charlotte M. (Charlotte Mary)	1890.0	More bywords	enk
Craik, Dinah Maria (Mulock), Mrs	1890.0	Two marriages: John Bowerbank's wife	enk
Besant, Walter, Sir	1890.0	The holy rose, etc	enk
Thomas, Annie	1890.0	Walter Goring	enk
Ouida	1890.0	Ruffino	enk
	1890.0	Seven summers	enk
Bain, F. W. (Francis William)	1890.0	Dmitri	enk
O'Brien, William	1890.0	When we were boys;	enk
Butler, Samuel	1890.0	Selections from previous works	enk
Church, Alfred John	1890.0	The Hammer	enk
Goncourt, Edmond de	1890.0	Sister Philomène	enk
Douglas, Amanda Minnie	1890.0	The midnight marriage : a novel	enk
Doyle, Arthur Conan, Sir	1890.0	Micah Clarke : his statement as made to his three grandchildren, Joseph, Gervas, & Reuben, during the hard winter of 1734	enk
Hodgetts, Edith M. S	1890.0	Tales and legends from the land of the tzar; a collection of Russian stories tr. from the original Russian	enk
Leney, I. H	1890.0	Shadowland in Ellan Vannin; or, Folk tales of the Isle of Man	enk
Southworth, Emma Dorothy Eliza Nevitte	1890.0	The bride's fate : a sequel to The changed brides	enk
Southworth, Emma Dorothy Eliza Nevitte	1890.0	Em's husband : a novel	enk
Southworth, Emma Dorothy Eliza Nevitte	1890.0	Ishmael, or, The bride elect	enk
Southworth, Emma Dorothy Eliza Nevitte	1890.0	The test of love, or, Brandon Coyle's wife : a sequel to Between two loves	enk
Burney, Fanny	1890.0	Cecilia;	enk
Daudet, Alphonse	1890.0	Artists' wives	enk
A. L. O. E	1890.0	Beyond the black waters	enk
Avery, Harold	1890.0	Soldiers of the queen	enk
Gautier, Théophile	1890.0	Mademoiselle de Maupin	enk
Henty, G. A. (George Alfred)	1890.0	By England's aid	enk
Henty, G. A. (George Alfred)	1890.0	Tales of daring and danger	enk
Kernahan, Coulson	1890.0	A dead man's diary	enk
Lang, Andrew	1890.0	Old friends	enk
Lynch, Lawrence L	1890.0	The last stroke	enk
Holmes, Oliver Wendell	1890.0	"The ""Breakfast-table"" series: The autocrat of the breakfast-table, The professor at the breakfast-table, The poet at the breakfast-table"	enk
Leather, Robinson Kay	1890.0	The student and the body-snatcher	enk
MacDonald, Donald	1890.0	Will o' the wisp flashes	stk
